0,0.156
1,0.085
2,0.142
3,0.089
4,0.111
5,0.121
6,0.081
7,0.151
8,0.081
9,0.119
10,0.116
11,0.0819999999999999
12,0.153
13,0.08
14,0.32
15,2.7310000000000003
16,0.231
17,0.8290000000000001
18,0.387
19,0.617
20,0.32
21,0.202
22,0.219
23,0.172
24,0.163
25,0.229
26,0.161
27,0.199
28,0.192
29,0.16
30,0.229
31,0.1639999999999999
32,0.16
33,0.235
34,3.527
35,2.46
36,3.213
37,2.642
38,0.623
39,0.542
40,0.6
41,0.6729999999999999
42,1.981
43,3.562
44,1.5419999999999998
45,1.277
46,1.671
47,0.8390000000000001
