0,2.43
1,2.472
2,2.343
3,1.8780000000000001
4,1.29
5,0.27
6,0.264
7,0.22049999999999997
8,0.201
9,0.26549999999999996
10,0.261
11,0.25949999999999995
12,0.2565
13,0.2565
14,0.255
15,0.25349999999999984
16,0.255
17,0.2895
18,1.026
19,0.9869999999999999
20,0.9930000000000001
21,6.039
22,0.5549999999999999
23,0.4844999999999998
24,0.5205
25,0.705
26,3.5759999999999996
27,1.0394999999999999
28,3.141
29,0.9855
30,0.9465
31,1.3305
32,0.798
33,0.7395
34,3.9390000000000005
35,3.6045
36,3.7769999999999997
37,4.966500000000001
38,1.839
39,2.9805
40,4.7475000000000005
41,1.863
42,1.506
43,1.845
44,1.9620000000000002
45,4.479
46,2.307
47,2.3445
