0,1.444
1,0.7045
2,0.914
3,0.5295000000000001
4,0.442
5,0.073
6,0.078
7,0.054
8,0.064
9,0.09
10,0.0545
11,0.054
12,0.088
13,0.0665
14,0.1325
15,0.074
16,0.1025
17,0.086
18,0.079
19,0.768
20,0.181
21,0.14
22,0.0935
23,0.0635
24,0.0475
25,0.087
26,0.044
27,1.086
28,0.1985
29,0.7535
30,0.3515
31,0.8605
32,0.4785
33,0.597
34,0.39549999999999996
35,0.5805
36,1.423
37,1.17
38,0.6435
39,0.5379999999999999
40,0.541
41,0.595
42,0.6515000000000001
43,0.688
44,1.151
45,1.23
46,0.6045
47,0.37450000000000006
