0,4.026
1,3.3110000000000004
2,3.165
3,2.986
4,2.6260000000000003
5,2.518
6,2.403
7,2.384
8,2.094
9,1.987
10,1.5630000000000002
11,1.538
12,1.308
13,1.242
14,1.23
15,1.226
16,1.004
17,0.887
18,0.693
19,0.6579999999999999
20,0.662
21,1.62
22,0.37
23,0.3229999999999999
24,0.347
25,0.47
26,0.147
27,0.684
28,0.134
29,0.657
30,0.631
31,0.193
32,0.532
33,0.493
34,0.86
35,0.176
36,0.18
37,1.648
38,0.1689999999999999
39,0.177
40,1.5619999999999998
41,0.171
42,0.17
43,0.17
44,0.171
45,1.252
46,0.173
47,0.174
