0,5.8870000000000005
1,5.651
2,4.307
3,4.296
4,4.268
5,3.927
6,2.7260000000000004
7,2.573
8,2.425
9,2.305
10,2.13
11,2.01
12,1.761
13,1.715
14,1.536
15,1.479
16,1.1840000000000002
17,1.036
18,0.7829999999999999
19,0.361
20,0.333
21,0.333
22,0.77
23,0.466
24,0.62
25,0.948
26,0.5329999999999999
27,0.33
28,0.394
29,0.438
30,0.109
31,0.272
32,0.7559999999999999
33,0.336
34,0.453
35,0.932
36,0.84
37,0.923
38,0.487
39,0.469
40,0.458
41,0.12
42,0.16
43,0.102
44,0.16
45,0.6679999999999999
46,0.726
47,0.242
