0,1.662
1,1.03
2,0.6679999999999999
3,1.189
4,0.096
5,0.133
6,0.075
7,0.152
8,0.075
9,0.122
10,0.108
11,0.076
12,0.247
13,0.24
14,0.265
15,3.134
16,2.508
17,0.7340000000000001
18,0.58
19,0.3229999999999999
20,0.395
21,0.232
22,0.359
23,0.298
24,0.232
25,0.241
26,0.308
27,0.259
28,0.217
29,0.197
30,0.373
31,1.831
32,2.276
33,2.88
34,0.631
35,1.172
36,1.53
37,1.394
38,1.4580000000000002
39,1.516
40,0.8320000000000001
41,0.7559999999999999
42,0.7040000000000001
43,0.7290000000000001
44,0.8290000000000001
45,2.638
46,1.386
47,1.015
