0,0.49146385629325456
1,0.8766783102643009
2,0.39631611059848537
3,0.046726999064834095
4,0.07652838494989321
5,0.009107074174810945
6,0.09011842487266476
7,0.05893313992327002
8,0.04044791788873339
9,0.0238984389361191
10,0.02387852133540315
11,0.09739656190179577
12,0.058769197733392405
13,0.03854415935777986
14,0.07423852380755805
15,0.05326610024784555
16,0.5513868298183159
17,0.1596633540229084
18,0.057715103005512094
19,0.03922093446963989
20,0.5052171900731051
21,0.39227489497020746
22,0.07927456864861501
23,0.1758638025541709
24,0.06798837904269092
25,0.678355800145827
26,0.06795070089494266
27,0.19867158397486273
28,0.20404714196018492
29,0.24721167582004838
30,0.6328409946773534
31,1.4814691940148803
32,0.2220451394643368
33,0.7567953415546538
34,0.309926568382722
35,0.2933654059613163
36,1.4507312642680972
37,0.5261609483043064
38,0.06604814795439388
39,0.17245522355004173
40,0.30056383772984663
41,0.987982041094239
42,0.4121327413965564
43,0.8821231846059138
44,0.8038578787726861
45,0.360703852127012
46,0.550464849569559
47,0.7231607332542724
