0,0.01939295629722609
1,0.09112698572110212
2,0.015823293831363803
3,0.0591807411930448
4,0.3926314487408836
5,0.2351413811382552
6,0.3023990873897368
7,0.2593311073723281
8,0.08248287450155431
9,0.25399542913952367
10,0.03941543542339302
11,0.17763158247267816
12,0.21293979287197587
13,0.04401754315005516
14,0.28711606925411504
15,0.10794692189963707
16,0.19961808829806976
17,0.16322001749668685
18,0.23082142984003676
19,0.18522235793093939
20,0.16834724270332269
21,0.307560391141187
22,0.057305946424689176
23,0.298593291052631
24,0.06065542834665487
25,0.0727823483878666
26,0.33407189230075707
27,0.2800131710543197
28,0.3007646647828907
29,0.4072271533106698
30,0.08158791993783816
31,0.3082738112456164
32,0.15646791301691715
33,0.20129949659814042
34,0.39918374499132125
35,0.14231998340371801
36,0.13613566926414558
37,0.190160130890347
38,0.18458626237633763
39,0.3793850843051153
40,0.23258667780020073
41,0.18353699961126668
42,0.10907146921735854
43,0.38632958671725287
44,0.204761527590859
45,0.3820134025046858
46,0.2717966546478996
47,0.2208974507303017
